ra,dec,frequency,flux,flux_err,upper_limit
339.10958,37.12028,4.110E+24,3.055E-13,1.456E-13,
339.10958,37.12028,7.250E+24,3.988E-13,1.671E-13,
339.10958,37.12028,1.210E+25,3.593E-13,2.226E-13,
339.10958,37.12028,2.420E+25,4.190E-13,0.000E+00,UL
342.29458,-13.00056,2.420E+23,8.789E-12,4.869E-13,
342.29458,-13.00056,4.110E+23,6.335E-12,2.444E-13,
342.29458,-13.00056,7.250E+23,4.417E-12,2.389E-13,
342.29458,-13.00056,1.210E+24,2.961E-12,2.626E-13,
342.29458,-13.00056,2.418E+24,1.760E-12,2.932E-13,
342.29458,-13.00056,4.110E+24,1.293E-12,3.150E-13,
342.29458,-13.00056,7.250E+24,1.010E-12,1.000E-13,
342.29458,-13.00056,1.210E+25,9.292E-13,1.905E-14,
342.29458,-13.00056,2.420E+25,6.958E-13,2.880E-13,
342.94792,-32.10333,2.420E+23,3.341E-13,1.843E-13,
342.94792,-32.10333,4.110E+23,2.673E-13,8.079E-14,
342.94792,-32.10333,7.250E+23,2.239E-13,6.232E-14,
342.94792,-32.10333,1.210E+24,2.006E-13,6.393E-14,
342.94792,-32.10333,2.418E+24,1.426E-13,7.861E-14,
342.94792,-32.10333,4.110E+24,1.804E-13,9.664E-14,
342.94792,-32.10333,7.250E+24,2.370E-13,9.133E-14,
342.94792,-32.10333,1.210E+25,3.442E-13,2.012E-13,
342.94792,-32.10333,2.420E+25,4.190E-13,0.000E+00,UL
344.05542,-33.06056,2.420E+23,2.934E-13,1.693E-13,
344.05542,-33.06056,4.110E+23,2.021E-13,7.335E-14,
344.05542,-33.06056,7.250E+23,1.858E-13,6.168E-14,
344.05542,-33.06056,1.210E+24,1.258E-13,5.893E-14,
344.05542,-33.06056,2.418E+24,7.528E-14,6.574E-14,
344.05542,-33.06056,4.110E+24,1.640E-13,0.000E+00,UL
344.05542,-33.06056,7.250E+24,2.030E-13,0.000E+00,UL
344.05542,-33.06056,1.210E+25,2.570E-13,0.000E+00,UL
344.05542,-33.06056,2.420E+25,4.190E-13,0.000E+00,UL
346.64583,-11.06333,2.420E+23,1.952E-13,1.612E-13,
346.64583,-11.06333,4.110E+23,1.568E-13,8.027E-14,
346.64583,-11.06333,7.250E+23,1.563E-13,6.965E-14,
346.64583,-11.06333,1.210E+24,1.584E-13,6.864E-14,
346.64583,-11.06333,2.418E+24,2.139E-13,9.003E-14,
346.64583,-11.06333,4.110E+24,1.718E-13,1.075E-13,
346.64583,-11.06333,7.250E+24,2.826E-13,6.979E-14,
346.64583,-11.06333,1.210E+25,2.910E-13,2.205E-13,
346.64583,-11.06333,2.420E+25,4.190E-13,0.000E+00,UL
350.16583,-63.155,2.420E+23,1.048E-13,8.071E-14,
350.16583,-63.155,4.110E+23,1.462E-13,6.639E-14,
350.16583,-63.155,7.250E+23,2.042E-13,5.482E-14,
350.16583,-63.155,1.210E+24,2.366E-13,6.120E-14,
350.16583,-63.155,2.418E+24,2.078E-13,7.590E-14,
350.16583,-63.155,4.110E+24,1.200E-13,7.885E-14,
350.16583,-63.155,7.250E+24,1.617E-13,3.574E-14,
350.16583,-63.155,1.210E+25,2.570E-13,0.000E+00,UL
350.16583,-63.155,2.420E+25,4.190E-13,0.000E+00,UL
352.80375,-3.025,2.420E+23,2.076E-13,1.396E-13,
352.80375,-3.025,4.110E+23,2.828E-13,1.129E-13,
352.80375,-3.025,7.250E+23,2.769E-13,8.589E-14,
352.80375,-3.025,1.210E+24,3.090E-13,1.012E-13,
352.80375,-3.025,2.418E+24,4.038E-13,1.228E-13,
352.80375,-3.025,4.110E+24,3.173E-13,1.354E-13,
352.80375,-3.025,7.250E+24,2.713E-13,1.808E-13,
352.80375,-3.025,1.210E+25,2.570E-13,0.000E+00,UL
352.80375,-3.025,2.420E+25,4.190E-13,0.000E+00,UL
358.3375,-14.9825,2.420E+23,2.040E-13,0.000E+00,UL
358.3375,-14.9825,4.110E+23,1.670E-13,0.000E+00,UL
358.3375,-14.9825,7.250E+23,1.352E-13,6.537E-14,
358.3375,-14.9825,1.210E+24,1.700E-13,7.413E-14,
358.3375,-14.9825,2.418E+24,2.255E-13,9.804E-14,
358.3375,-14.9825,4.110E+24,2.233E-13,1.059E-13,
358.3375,-14.9825,7.250E+24,2.123E-13,1.000E-13,
358.3375,-14.9825,2.420E+25,4.190E-13,0.000E+00,UL
